,idMonitoringOrdersAlarm,createdOn_x,idWorkOrder,latitude,longitude,IdCondition,Status,EventName,Unnamed: 0,idCompany,idStatus,createdOn_y,updatedOn,idDriver,idVehicle,idTypeTrip,idTypeOperation,transporter,currentLocation,totalArrivalTime,totalDistance,arrivalDistance,arrivalTime,updateTravelOn,tripNumber,businessName,typeCompanie,idCity,idCompanyParent,city_name,city_lon,city_lat,codeCity_mod,status_name,type_trip_name,operation_type_description,transporter_name,month
58208,59171566,2020-08-13 09:35:40,279811,4.71836,-74.05641999999999,0,0,Excesos de velocidad,17368,47618,22.0,2020-08-12 06:04:03.143,2020-08-15 22:30:58.05,65583.0,99146.0,9.0,1413,59433.0,"Carrera 139 142C-2, 111151 Bogotá, D.C., Colombia",28467.0,142961.0,97321.0,343.0,2020-08-15 21:25:59.0,CEB0361127,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,Geminiano Parra Segura,8
58209,59165446,2020-08-13 09:15:18,279811,4.71437,-74.05766,0,0,Excesos de velocidad,17368,47618,22.0,2020-08-12 06:04:03.143,2020-08-15 22:30:58.05,65583.0,99146.0,9.0,1413,59433.0,"Carrera 139 142C-2, 111151 Bogotá, D.C., Colombia",28467.0,142961.0,97321.0,343.0,2020-08-15 21:25:59.0,CEB0361127,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,Geminiano Parra Segura,8
59622,59164813,2020-08-13 09:12:50,279766,5.6649400000000005,-72.96045,0,0,Excesos de velocidad,21289,47618,22.0,2020-08-12 05:40:44.327,2020-08-13 22:47:54.7,67120.0,99299.0,6.0,1412,81737.0,"111511 Bogotá, D.C., Colombia",618133.0,5966488.0,5529064.0,9601.0,2020-08-13 18:20:46.0,CEB0361081,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Inter cedi,RUTAS ALKOSTO,Carolina Rojas Afanador,8
59623,59166445,2020-08-13 09:18:38,279766,5.66924,-72.9635,0,0,Excesos de velocidad,21289,47618,22.0,2020-08-12 05:40:44.327,2020-08-13 22:47:54.7,67120.0,99299.0,6.0,1412,81737.0,"111511 Bogotá, D.C., Colombia",618133.0,5966488.0,5529064.0,9601.0,2020-08-13 18:20:46.0,CEB0361081,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Inter cedi,RUTAS ALKOSTO,Carolina Rojas Afanador,8
59624,59160456,2020-08-13 08:58:52,279766,5.682919999999999,-72.95213000000001,0,0,Excesos de velocidad,21289,47618,22.0,2020-08-12 05:40:44.327,2020-08-13 22:47:54.7,67120.0,99299.0,6.0,1412,81737.0,"111511 Bogotá, D.C., Colombia",618133.0,5966488.0,5529064.0,9601.0,2020-08-13 18:20:46.0,CEB0361081,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Inter cedi,RUTAS ALKOSTO,Carolina Rojas Afanador,8
60143,59169119,2020-08-13 09:26:54,279744,4.702459999999999,-74.12756,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60144,59174005,2020-08-13 09:44:19,279744,4.705430000000001,-74.12176,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60145,59172200,2020-08-13 09:37:54,279744,4.70311,-74.12299,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60146,59158405,2020-08-13 08:51:34,279744,4.69563,-74.12442,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60147,59161735,2020-08-13 09:02:12,279744,4.69741,-74.12617,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60148,59163302,2020-08-13 09:08:34,279744,4.6986099999999995,-74.12654,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60149,59157097,2020-08-13 08:45:46,279744,4.68886,-74.11841,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60150,59170911,2020-08-13 09:32:42,279744,4.7023,-74.12722,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60151,59159884,2020-08-13 08:56:58,279744,4.696280000000001,-74.12425999999999,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
60152,59167281,2020-08-13 09:21:06,279744,4.7016599999999995,-74.1296,0,0,Excesos de velocidad,17608,47618,22.0,2020-08-12 05:24:03.877,2020-08-15 22:29:49.807,67348.0,109586.0,9.0,1413,92646.0,"110431 Bogotá, D.C., Colombia",25128.0,121849.0,121849.0,397.0,2020-08-15 19:06:35.0,CEB0361057,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,MISAEL LOPEZ CUELLAR,8
61627,59165300,2020-08-13 09:14:46,279605,10.24675,-75.45176,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61628,59159874,2020-08-13 08:56:56,279605,10.19533,-75.35755999999999,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61629,59172646,2020-08-13 09:39:28,279605,10.24675,-75.45176,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61630,59161720,2020-08-13 09:02:12,279605,10.232610000000001,-75.42557,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61631,59158394,2020-08-13 08:51:34,279605,10.18068,-75.29594,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61632,59170906,2020-08-13 09:32:42,279605,10.24675,-75.45176,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61633,59169317,2020-08-13 09:27:21,279605,10.24675,-75.45176,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61634,59167484,2020-08-13 09:21:33,279605,10.24675,-75.45176,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
61635,59163319,2020-08-13 09:08:40,279605,10.24733,-75.45138,0,0,Excesos de velocidad,28444,11132,22.0,2020-08-11 19:07:58.500,2020-08-13 14:36:31.693,34657.0,47101.0,4.0,1187,23044.0,"Transversal 38 Diagonal 21, 130001 Cartagena, Colombia",87043.0,955813.0,115.0,0.0,2020-08-13 11:51:50.0,2034507,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTES ANFER S.A.S.,8
62591,59162433,2020-08-13 09:05:04,279461,10.97233,-74.7598,0,0,Excesos de velocidad,9885,11132,22.0,2020-08-11 14:49:13.157,2020-08-13 14:36:19.073,37064.0,47285.0,4.0,1187,22968.0,"Calle 4 30, 080004 Barranquilla, Colombia",78327.0,888979.0,317732.0,433.0,2020-08-13 14:26:57.0,2034501,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COOTRANSVALLE O.C,8
62592,59163964,2020-08-13 09:10:39,279461,10.972339999999999,-74.76007,0,0,Excesos de velocidad,9885,11132,22.0,2020-08-11 14:49:13.157,2020-08-13 14:36:19.073,37064.0,47285.0,4.0,1187,22968.0,"Calle 4 30, 080004 Barranquilla, Colombia",78327.0,888979.0,317732.0,433.0,2020-08-13 14:26:57.0,2034501,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COOTRANSVALLE O.C,8
62593,59167290,2020-08-13 09:21:08,279461,10.97285,-74.76266,0,0,Excesos de velocidad,9885,11132,22.0,2020-08-11 14:49:13.157,2020-08-13 14:36:19.073,37064.0,47285.0,4.0,1187,22968.0,"Calle 4 30, 080004 Barranquilla, Colombia",78327.0,888979.0,317732.0,433.0,2020-08-13 14:26:57.0,2034501,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COOTRANSVALLE O.C,8
62594,59169313,2020-08-13 09:27:21,279461,10.97285,-74.76266,0,0,Excesos de velocidad,9885,11132,22.0,2020-08-11 14:49:13.157,2020-08-13 14:36:19.073,37064.0,47285.0,4.0,1187,22968.0,"Calle 4 30, 080004 Barranquilla, Colombia",78327.0,888979.0,317732.0,433.0,2020-08-13 14:26:57.0,2034501,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COOTRANSVALLE O.C,8
62595,59157583,2020-08-13 08:47:17,279461,10.97232,-74.7593,0,0,Excesos de velocidad,9885,11132,22.0,2020-08-11 14:49:13.157,2020-08-13 14:36:19.073,37064.0,47285.0,4.0,1187,22968.0,"Calle 4 30, 080004 Barranquilla, Colombia",78327.0,888979.0,317732.0,433.0,2020-08-13 14:26:57.0,2034501,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COOTRANSVALLE O.C,8
62596,59160277,2020-08-13 08:58:21,279461,10.972339999999999,-74.7595,0,0,Excesos de velocidad,9885,11132,22.0,2020-08-11 14:49:13.157,2020-08-13 14:36:19.073,37064.0,47285.0,4.0,1187,22968.0,"Calle 4 30, 080004 Barranquilla, Colombia",78327.0,888979.0,317732.0,433.0,2020-08-13 14:26:57.0,2034501,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COOTRANSVALLE O.C,8
62597,59165428,2020-08-13 09:15:18,279461,10.97233,-74.76034,0,0,Excesos de velocidad,9885,11132,22.0,2020-08-11 14:49:13.157,2020-08-13 14:36:19.073,37064.0,47285.0,4.0,1187,22968.0,"Calle 4 30, 080004 Barranquilla, Colombia",78327.0,888979.0,317732.0,433.0,2020-08-13 14:26:57.0,2034501,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COOTRANSVALLE O.C,8
62723,59167856,2020-08-13 09:23:35,279400,8.93332,-73.63600000000001,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62724,59169676,2020-08-13 09:28:53,279400,8.95468,-73.62496999999999,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62725,59157676,2020-08-13 08:48:40,279400,8.70996,-73.6725,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62726,59163920,2020-08-13 09:10:29,279400,8.889,-73.65482,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62727,59159203,2020-08-13 08:54:29,279400,8.73029,-73.67572,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62728,59171596,2020-08-13 09:35:44,279400,8.97333,-73.62801,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62729,59165883,2020-08-13 09:17:26,279400,8.92413,-73.63973,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62730,59172641,2020-08-13 09:39:28,279400,9.02998,-73.63658000000001,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
62731,59161719,2020-08-13 09:02:12,279400,8.78968,-73.68223,0,0,Excesos de velocidad,8560,11132,22.0,2020-08-11 13:05:10.397,2020-08-18 07:36:43.423,43202.0,45991.0,4.0,1187,22970.0,"90, 085068 Luruaco, Colombia",185025.0,1956308.0,1956308.0,3083.0,2020-08-18 07:12:04.0,4057461,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63132,59161252,2020-08-13 09:01:15,279365,10.14628,-75.28039,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63133,59167839,2020-08-13 09:23:29,279365,10.24526,-75.44685,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63134,59159666,2020-08-13 08:55:59,279365,10.07352,-75.11721999999999,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63135,59157121,2020-08-13 08:45:47,279365,10.112039999999999,-75.16247,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63136,59170679,2020-08-13 09:31:44,279365,10.246960000000001,-75.45184,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63137,59164213,2020-08-13 09:11:34,279365,10.195839999999999,-75.33400999999999,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63138,59165765,2020-08-13 09:16:44,279365,10.21057,-75.38899,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63139,59162650,2020-08-13 09:06:04,279365,10.17084,-75.29434,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63140,59158191,2020-08-13 08:50:36,279365,10.13396,-75.17501999999999,0,0,Excesos de velocidad,8558,11132,22.0,2020-08-11 11:53:39.670,2020-08-13 14:35:43.25,41890.0,46165.0,4.0,1187,22970.0,"130009 Cartagena, Colombia",88749.0,950071.0,950071.0,1478.0,2020-08-13 13:25:15.0,3017807,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,TRANSPORTADORA SAN FERNANDO S.A.S,8
63351,59165645,2020-08-13 09:16:16,279297,10.952589999999999,-74.74769,0,0,Excesos de velocidad,30689,11132,22.0,2020-08-11 09:26:38.960,2020-08-13 14:35:12.99,40550.0,46397.0,4.0,1187,23051.0,"Calle 2 8, 470001 Santa Marta, Colombia",82965.0,944054.0,98670.0,151.0,2020-08-13 12:08:46.0,6052849,C.I. MILPA S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,EXPORTACION,COLTANQUES S.A.S.,8
