,tipo,idMonitoringOrdersAlarm,createdOn,idWorkOrder,latitude,longitude,IdCondition,Status,Country,EventName
10339641,Evento,59165963,2020-08-13 09:17:40.000,270296,9.57091,-73.5905,0,0,Colombia,Excesos de velocidad
10339642,Evento,59157118,2020-08-13 08:45:47.000,270055,4.74769,-74.18088,0,0,Colombia,Excesos de velocidad
10339643,Evento,59162776,2020-08-13 09:06:39.000,270055,4.75049,-74.17994,0,0,Colombia,Excesos de velocidad
10339644,Evento,59159759,2020-08-13 08:56:26.000,270055,4.7476699999999985,-74.18083,0,0,Colombia,Excesos de velocidad
10339645,Evento,59161488,2020-08-13 09:01:49.000,270055,4.74829,-74.18005,0,0,Colombia,Excesos de velocidad
10339646,Evento,59158031,2020-08-13 08:50:10.000,270055,4.74827,-74.18005,0,0,Colombia,Excesos de velocidad
10339647,Evento,59167288,2020-08-13 09:21:07.000,270055,4.71426,-74.20774,0,0,Colombia,Excesos de velocidad
10339648,Evento,59157344,2020-08-13 08:46:18.000,270055,4.74766,-74.18084,0,0,Colombia,Excesos de velocidad
10339649,Evento,59156933,2020-08-13 08:45:21.000,270055,4.74776,-74.18098,0,0,Colombia,Excesos de velocidad
10339650,Evento,59164165,2020-08-13 09:11:26.000,270055,4.74602,-74.17625,0,0,Colombia,Excesos de velocidad
10339651,Evento,59171216,2020-08-13 09:33:40.000,270055,4.70669,-74.23694,0,0,Colombia,Excesos de velocidad
10339652,Evento,59163292,2020-08-13 09:08:32.000,269333,6.16438,-75.61173000000002,0,0,Colombia,Excesos de velocidad
10339653,Evento,59171712,2020-08-13 09:36:02.000,269333,6.04944,-75.62909,0,0,Colombia,Excesos de velocidad
10339654,Evento,59173433,2020-08-13 09:42:49.000,269333,6.02905,-75.62189000000002,0,0,Colombia,Excesos de velocidad
10339655,Evento,59161487,2020-08-13 09:01:49.000,269333,6.19091,-75.5831,0,0,Colombia,Excesos de velocidad
10339656,Evento,59160265,2020-08-13 08:58:20.000,269331,5.97986,-74.91384000000002,0,0,Colombia,Excesos de velocidad
10339657,Evento,59158848,2020-08-13 08:53:04.000,269331,5.95147,-74.86551,0,0,Colombia,Excesos de velocidad
10339658,Evento,59161475,2020-08-13 09:01:47.000,267896,6.19091,-75.5831,0,0,Colombia,Excesos de velocidad
10339659,Evento,59167012,2020-08-13 09:20:34.000,267896,6.10963,-75.63377,0,0,Colombia,Excesos de velocidad
10339660,Evento,59163287,2020-08-13 09:08:32.000,267896,6.16438,-75.61173000000002,0,0,Colombia,Excesos de velocidad
10339661,Evento,59173285,2020-08-13 09:42:23.000,267896,6.02905,-75.62189000000002,0,0,Colombia,Excesos de velocidad
10339662,Evento,59171716,2020-08-13 09:36:02.000,267896,6.04944,-75.62909,0,0,Colombia,Excesos de velocidad
10339663,Evento,59163291,2020-08-13 09:08:32.000,267843,6.16438,-75.61173000000002,0,0,Colombia,Excesos de velocidad
10339664,Evento,59173436,2020-08-13 09:42:49.000,267843,6.02905,-75.62189000000002,0,0,Colombia,Excesos de velocidad
10339665,Evento,59171713,2020-08-13 09:36:02.000,267843,6.04944,-75.62909,0,0,Colombia,Excesos de velocidad
10339666,Evento,59165964,2020-08-13 09:17:40.000,267533,6.32233,-75.52858,0,0,Colombia,Excesos de velocidad
10339667,Evento,59170544,2020-08-13 09:31:15.000,267533,6.30346,-75.5581,0,0,Colombia,Excesos de velocidad
10339668,Evento,59172203,2020-08-13 09:37:54.000,267533,6.2599300000000015,-75.57462,0,0,Colombia,Excesos de velocidad
10339669,Evento,59163919,2020-08-13 09:10:29.000,267533,6.3110800000000005,-75.50424,0,0,Colombia,Excesos de velocidad
10339670,Evento,59167823,2020-08-13 09:23:28.000,267533,6.31844,-75.54701,0,0,Colombia,Excesos de velocidad
10339671,Evento,59161987,2020-08-13 09:03:10.000,267533,6.32462,-75.49,0,0,Colombia,Excesos de velocidad
10339672,Evento,59158406,2020-08-13 08:51:34.000,267533,6.29045,-75.44906,0,0,Colombia,Excesos de velocidad
10339673,Evento,59157108,2020-08-13 08:45:46.000,267533,6.25164,-75.4257,0,0,Colombia,Excesos de velocidad
10339674,Evento,59165977,2020-08-13 09:17:40.000,267179,6.4911400000000015,-74.40785,0,0,Colombia,Excesos de velocidad
10339675,Evento,59164164,2020-08-13 09:11:26.000,267179,6.48897,-74.40349,0,0,Colombia,Excesos de velocidad
10339676,Evento,59161486,2020-08-13 09:01:49.000,267179,6.48166,-74.3955,0,0,Colombia,Excesos de velocidad
10339677,Evento,59157102,2020-08-13 08:45:46.000,267179,6.48685,-74.2779,0,0,Colombia,Excesos de velocidad
10339678,Evento,59171739,2020-08-13 09:36:03.000,267179,6.493519999999998,-74.48615,0,0,Colombia,Excesos de velocidad
10339679,Evento,59159756,2020-08-13 08:56:26.000,267179,6.49181,-74.30457,0,0,Colombia,Excesos de velocidad
10339680,Evento,59170639,2020-08-13 09:31:33.000,267179,6.49373,-74.47341,0,0,Colombia,Excesos de velocidad
10339681,Evento,59162762,2020-08-13 09:06:36.000,267179,6.48237,-74.40059000000002,0,0,Colombia,Excesos de velocidad
10339682,Evento,59173283,2020-08-13 09:42:23.000,267179,6.49276,-74.52662,0,0,Colombia,Excesos de velocidad
10339683,Evento,59167824,2020-08-13 09:23:28.000,267179,6.49186,-74.43348,0,0,Colombia,Excesos de velocidad
10339684,Evento,59173851,2020-08-13 09:43:46.000,267028,6.97313,-76.26089,0,0,Colombia,Excesos de velocidad
10339685,Evento,59162459,2020-08-13 09:05:06.000,267028,6.97319,-76.26086,0,0,Colombia,Excesos de velocidad
10339686,Evento,59163963,2020-08-13 09:10:39.000,267028,6.97315,-76.26095,0,0,Colombia,Excesos de velocidad
10339687,Evento,59167449,2020-08-13 09:21:29.000,267028,6.97318,-76.26086,0,0,Colombia,Excesos de velocidad
10339688,Evento,59168819,2020-08-13 09:25:56.000,267028,6.97318,-76.26093,0,0,Colombia,Excesos de velocidad
10339689,Evento,59172153,2020-08-13 09:37:44.000,267028,6.973139999999999,-76.26096,0,0,Colombia,Excesos de velocidad
10339690,Evento,59165432,2020-08-13 09:15:18.000,267028,6.97313,-76.26084,0,0,Colombia,Excesos de velocidad
10339691,Evento,59159191,2020-08-13 08:54:28.000,267028,6.97322,-76.26091,0,0,Colombia,Excesos de velocidad
10339692,Evento,59160970,2020-08-13 08:59:50.000,267028,6.9732,-76.2609,0,0,Colombia,Excesos de velocidad
10339693,Evento,59170531,2020-08-13 09:31:12.000,267028,6.97312,-76.26089,0,0,Colombia,Excesos de velocidad
10339694,Evento,61685774,2020-08-27 21:35:01.000,290099,6.3145620000000005,-75.49698000000002,0,0,Colombia,Excesos de velocidad
10339695,Evento,61850609,2020-08-28 20:15:33.000,290099,5.597792,-74.62228,0,0,Colombia,Excesos de velocidad
10339696,Evento,61686684,2020-08-27 21:44:43.000,290099,6.191971,-75.38184,0,0,Colombia,Excesos de velocidad
10339697,Evento,61791174,2020-08-28 11:30:22.000,290099,6.167287,-75.32288,0,0,Colombia,Excesos de velocidad
10339698,Evento,61850594,2020-08-28 20:14:35.000,290099,5.531437,-74.63144,0,0,Colombia,Excesos de velocidad
10339699,Evento,61734614,2020-08-28 06:01:37.000,289993,5.255747,-74.56763000000002,0,0,Colombia,Excesos de velocidad
10339700,Evento,62313472,2020-09-01 08:01:23.000,289993,3.552568,-76.47984,0,0,Colombia,Excesos de velocidad
10339701,Evento,62387724,2020-09-01 16:10:57.000,289993,4.070655,-76.17808000000002,0,0,Colombia,Excesos de velocidad
10339702,Evento,62095913,2020-08-30 18:24:24.000,289993,3.601749,-76.31379,0,0,Colombia,Excesos de velocidad
10339703,Evento,61529981,2020-08-27 02:01:18.000,288460,5.771073,-74.6169,0,0,Colombia,Excesos de velocidad
10339704,Evento,61819917,2020-08-28 14:57:16.000,288317,5.05216,-73.81206999999998,0,0,Colombia,Excesos de velocidad
10339705,Evento,62066576,2020-08-30 12:25:40.000,288317,5.819281,-74.58724000000002,0,0,Colombia,Excesos de velocidad
10339706,Evento,61387985,2020-08-26 06:51:48.000,288286,4.942728,-74.01607,0,0,Colombia,Excesos de velocidad
10339707,Evento,61469206,2020-08-26 15:55:08.000,288286,4.949722,-74.01465,0,0,Colombia,Excesos de velocidad
10339708,Evento,61387070,2020-08-26 06:46:13.000,288286,4.995682,-73.99918000000002,0,0,Colombia,Excesos de velocidad
10339709,Evento,61387068,2020-08-26 06:46:13.000,288274,4.995682,-73.99918000000002,0,0,Colombia,Excesos de velocidad
10339710,Evento,61469207,2020-08-26 15:55:08.000,288274,4.949722,-74.01465,0,0,Colombia,Excesos de velocidad
10339711,Evento,61387984,2020-08-26 06:51:47.000,288274,4.942728,-74.01607,0,0,Colombia,Excesos de velocidad
10339712,Evento,61367421,2020-08-26 03:59:56.000,288186,6.179404,-75.59203000000002,0,0,Colombia,Excesos de velocidad
10339713,Evento,61597734,2020-08-27 09:08:51.000,288186,6.258496,-75.57417,0,0,Colombia,Excesos de velocidad
10339714,Evento,61659398,2020-08-27 16:02:38.000,288178,4.432426,-75.22201,0,0,Colombia,Excesos de velocidad
10339715,Evento,61958674,2020-08-29 13:43:27.000,288178,4.424795,-75.18259,0,0,Colombia,Excesos de velocidad
10339716,Evento,61474450,2020-08-26 16:40:34.000,288172,2.542832,-75.50184,0,0,Colombia,Excesos de velocidad
10339717,Evento,61484355,2020-08-26 18:11:40.000,288172,2.137494,-75.71059,0,0,Colombia,Excesos de velocidad
10339718,Evento,61472768,2020-08-26 16:25:20.000,288172,2.669305,-75.3345,0,0,Colombia,Excesos de velocidad
10339719,Evento,61484177,2020-08-26 18:11:27.000,288172,2.123135,-75.73175,0,0,Colombia,Excesos de velocidad
10339720,Evento,61488874,2020-08-26 18:48:11.000,288172,1.964753,-75.79904,0,0,Colombia,Excesos de velocidad
10339721,Evento,61200277,2020-08-24 23:28:26.000,286737,4.249219,-74.87465,0,0,Colombia,Excesos de velocidad
10339722,Evento,61100966,2020-08-24 08:11:13.000,286737,4.68924,-73.98843000000002,0,0,Colombia,Excesos de velocidad
10339723,Evento,61686672,2020-08-27 21:43:43.000,286737,6.191971,-75.38184,0,0,Colombia,Excesos de velocidad
10339724,Evento,61850607,2020-08-28 20:15:33.000,286737,5.597792,-74.62228,0,0,Colombia,Excesos de velocidad
10339725,Evento,61685814,2020-08-27 21:36:10.000,286737,6.3145620000000005,-75.49698000000002,0,0,Colombia,Excesos de velocidad
10339726,Evento,61850979,2020-08-28 20:21:21.000,286737,5.531437,-74.63144,0,0,Colombia,Excesos de velocidad
10339727,Evento,61529982,2020-08-27 02:01:18.000,286451,5.771073,-74.6169,0,0,Colombia,Excesos de velocidad
10339728,Evento,61224891,2020-08-25 06:00:14.000,286405,4.0945019999999985,-73.6633,0,0,Colombia,Excesos de velocidad
10339729,Evento,61659593,2020-08-27 16:05:21.000,286405,4.0544080000000005,-73.72407,0,0,Colombia,Excesos de velocidad
10339730,Evento,61746883,2020-08-28 07:08:30.000,286405,4.034788,-73.77013000000002,0,0,Colombia,Excesos de velocidad
10339731,Evento,61157920,2020-08-24 14:52:10.000,286400,6.3494160000000015,-75.51653,0,0,Colombia,Excesos de velocidad
10339732,Evento,60875159,2020-08-22 21:51:41.000,286176,5.323151,-75.63750999999998,0,0,Colombia,Excesos de velocidad
10339733,Evento,60469742,2020-08-21 06:45:16.000,285451,6.383343,-75.46654000000002,0,0,Colombia,Excesos de velocidad
10339734,Evento,60457872,2020-08-21 05:31:47.000,285320,7.778598,-76.65602,0,0,Colombia,Excesos de velocidad
10339735,Evento,60457871,2020-08-21 05:31:47.000,285313,7.775483,-76.65661999999998,0,0,Colombia,Excesos de velocidad
10339736,Evento,60458079,2020-08-21 05:32:45.000,285313,7.778598,-76.65602,0,0,Colombia,Excesos de velocidad
10339737,Evento,60419365,2020-08-21 00:55:38.000,285272,5.4351,-74.59966999999997,0,0,Colombia,Excesos de velocidad
10339738,Evento,60480495,2020-08-21 07:40:22.000,285272,4.85471,-74.27951999999998,0,0,Colombia,Excesos de velocidad
10339739,Evento,60373442,2020-08-20 19:22:06.000,285272,6.19556,-75.38275,0,0,Colombia,Excesos de velocidad
10339740,Evento,60409052,2020-08-20 23:45:40.000,285272,5.83354,-74.58176,0,0,Colombia,Excesos de velocidad
10339741,Evento,60405373,2020-08-20 23:21:30.000,285272,5.90091,-74.71522,0,0,Colombia,Excesos de velocidad
10339742,Evento,60406240,2020-08-20 23:26:42.000,285272,5.90273,-74.65630999999998,0,0,Colombia,Excesos de velocidad
10339743,Evento,60421337,2020-08-21 01:06:53.000,285272,5.36571,-74.56742,0,0,Colombia,Excesos de velocidad
10339744,Evento,60408041,2020-08-20 23:39:52.000,285272,5.90371,-74.66226999999998,0,0,Colombia,Excesos de velocidad
10339745,Evento,60424156,2020-08-21 01:27:11.000,285272,5.21851,-74.57605,0,0,Colombia,Excesos de velocidad
10339746,Evento,60422034,2020-08-21 01:12:04.000,285272,5.34885,-74.56031,0,0,Colombia,Excesos de velocidad
10339747,Evento,60481898,2020-08-21 07:46:31.000,285272,4.80858,-74.21373,0,0,Colombia,Excesos de velocidad
10339748,Evento,60371681,2020-08-20 19:09:11.000,285272,6.29035,-75.44917,0,0,Colombia,Excesos de velocidad
10339749,Evento,60407406,2020-08-20 23:34:26.000,285272,5.88281,-74.61567,0,0,Colombia,Excesos de velocidad
10339750,Evento,60375696,2020-08-20 19:37:12.000,285272,6.16633,-75.32083,0,0,Colombia,Excesos de velocidad
10339751,Evento,60484946,2020-08-21 08:00:40.000,285272,4.75125,-74.14664,0,0,Colombia,Excesos de velocidad
10339752,Evento,60370996,2020-08-20 19:03:44.000,285272,6.3112,-75.46076,0,0,Colombia,Excesos de velocidad
10339753,Evento,60410079,2020-08-20 23:51:50.000,285272,5.7827,-74.60497,0,0,Colombia,Excesos de velocidad
10339754,Evento,61154084,2020-08-24 14:21:15.000,285230,4.845516,-74.03128000000002,0,0,Colombia,Excesos de velocidad
10339755,Evento,61554344,2020-08-27 05:26:16.000,285230,4.852371,-74.02959,0,0,Colombia,Excesos de velocidad
10339756,Evento,61556441,2020-08-27 05:37:07.000,285230,4.910237,-74.00114,0,0,Colombia,Excesos de velocidad
10339757,Evento,61555592,2020-08-27 05:32:05.000,285230,4.906835,-74.00233,0,0,Colombia,Excesos de velocidad
10339758,Evento,61614526,2020-08-27 10:37:47.000,285206,4.455208,-74.2962,0,0,Colombia,Excesos de velocidad
10339759,Evento,60746035,2020-08-22 09:30:29.000,285206,4.459884,-74.29286,0,0,Colombia,Excesos de velocidad
10339760,Evento,61100819,2020-08-24 08:08:19.000,285206,4.3903089999999985,-74.39145,0,0,Colombia,Excesos de velocidad
10339761,Evento,61618974,2020-08-27 11:02:44.000,285206,4.523749,-74.24228000000002,0,0,Colombia,Excesos de velocidad
10339762,Evento,61384148,2020-08-26 06:24:43.000,285206,4.61994,-74.28399999999998,0,0,Colombia,Excesos de velocidad
10339763,Evento,60447933,2020-08-21 04:23:08.000,285196,6.18076,-75.59119,0,0,Colombia,Excesos de velocidad
10339764,Evento,61279810,2020-08-25 12:42:13.000,285183,4.5413489999999985,-74.25285,0,0,Colombia,Excesos de velocidad
10339765,Evento,61236901,2020-08-25 07:42:28.000,285183,4.435435,-74.38515,0,0,Colombia,Excesos de velocidad
10339766,Evento,61278786,2020-08-25 12:34:29.000,285183,4.5410580000000005,-74.28545,0,0,Colombia,Excesos de velocidad
10339767,Evento,60442125,2020-08-21 03:44:49.000,285083,6.371974,-75.49006999999997,0,0,Colombia,Excesos de velocidad
10339768,Evento,60322292,2020-08-20 13:59:13.000,285047,6.382086,-75.47491,0,0,Colombia,Excesos de velocidad
10339769,Evento,60357014,2020-08-20 17:26:06.000,285047,6.346304,-75.52193,0,0,Colombia,Excesos de velocidad
10339770,Evento,60311948,2020-08-20 13:02:09.000,285047,6.383412,-75.46621,0,0,Colombia,Excesos de velocidad
10339771,Evento,60322437,2020-08-20 13:59:48.000,285047,6.38129,-75.47766999999997,0,0,Colombia,Excesos de velocidad
10339772,Evento,60357206,2020-08-20 17:27:04.000,285047,6.354612,-75.50126,0,0,Colombia,Excesos de velocidad
10339773,Evento,60322666,2020-08-20 14:00:45.000,285047,6.376387,-75.48902,0,0,Colombia,Excesos de velocidad
10339774,Evento,60322534,2020-08-20 14:00:10.000,285047,6.376716,-75.48879000000002,0,0,Colombia,Excesos de velocidad
10339775,Evento,60356920,2020-08-20 17:25:43.000,285047,6.351711,-75.50661,0,0,Colombia,Excesos de velocidad
10339776,Evento,60492435,2020-08-21 08:34:32.000,284976,6.31365,-75.55726999999997,0,0,Colombia,Excesos de velocidad
10339777,Evento,60581602,2020-08-21 15:52:29.000,284976,6.422037,-75.36531,0,0,Colombia,Excesos de velocidad
10339778,Evento,60578236,2020-08-21 15:35:12.000,284976,6.350469,-75.51204,0,0,Colombia,Excesos de velocidad
10339779,Evento,60490555,2020-08-21 08:26:10.000,284976,6.2747980000000005,-75.56949,0,0,Colombia,Excesos de velocidad
10339780,Evento,61618975,2020-08-27 11:02:44.000,284910,4.523749,-74.24228000000002,0,0,Colombia,Excesos de velocidad
10339781,Evento,60337808,2020-08-20 15:24:52.000,284004,4.980972,-74.00358,0,0,Colombia,Excesos de velocidad
10339782,Evento,60075135,2020-08-19 09:39:07.000,283784,4.64724,-74.43252,0,0,Colombia,Excesos de velocidad
10339783,Evento,60078631,2020-08-19 10:57:54.000,283784,4.664064,-74.28101,0,0,Colombia,Excesos de velocidad
10339784,Evento,60236879,2020-08-20 06:32:32.000,283504,10.98888,-74.70671,0,0,Colombia,Excesos de velocidad
10339785,Evento,62381821,2020-09-01 15:25:08.000,283504,7.636596000000001,-75.31355,0,0,Colombia,Excesos de velocidad
