,tipo,idMonitoringOrdersAlarm,createdOn,idWorkOrder,latitude,longitude,IdCondition,Status,Country,EventName
10339560,Evento,59158849,2020-08-13 08:53:04.000,264692,5.95147,-74.86551,0,0,Colombia,Excesos de velocidad
10339561,Evento,59160276,2020-08-13 08:58:21.000,264692,5.97986,-74.91384000000002,0,0,Colombia,Excesos de velocidad
10339562,Evento,59168824,2020-08-13 09:25:56.000,264548,7.071460000000001,-73.83462,0,0,Colombia,Excesos de velocidad
10339563,Evento,59171894,2020-08-13 09:36:35.000,264548,7.07026,-73.81953,0,0,Colombia,Excesos de velocidad
10339564,Evento,59173852,2020-08-13 09:43:46.000,264548,7.062360000000001,-73.81208000000002,0,0,Colombia,Excesos de velocidad
10339565,Evento,59170698,2020-08-13 09:31:45.000,264548,7.074510000000001,-73.82613,0,0,Colombia,Excesos de velocidad
10339566,Evento,59163771,2020-08-13 09:09:58.000,261174,10.96044,-74.88721,0,0,Colombia,Excesos de velocidad
10339567,Evento,59160472,2020-08-13 08:58:54.000,261174,11.01708,-74.83818000000002,0,0,Colombia,Excesos de velocidad
10339568,Evento,59157573,2020-08-13 08:47:16.000,261174,11.00734,-74.79013,0,0,Colombia,Excesos de velocidad
10339569,Evento,59162441,2020-08-13 09:05:04.000,261174,10.98064,-74.84439,0,0,Colombia,Excesos de velocidad
10339570,Evento,59173282,2020-08-13 09:42:23.000,260838,6.38265,-75.464,0,0,Colombia,Excesos de velocidad
10339571,Evento,59166923,2020-08-13 09:20:10.000,274019,6.10963,-75.63377,0,0,Colombia,Excesos de velocidad
10339572,Evento,59173284,2020-08-13 09:42:23.000,274019,6.02905,-75.62189000000002,0,0,Colombia,Excesos de velocidad
10339573,Evento,59163290,2020-08-13 09:08:32.000,274019,6.16438,-75.61173000000002,0,0,Colombia,Excesos de velocidad
10339574,Evento,59171717,2020-08-13 09:36:02.000,274019,6.04944,-75.62909,0,0,Colombia,Excesos de velocidad
10339575,Evento,59161251,2020-08-13 09:01:15.000,274019,6.19091,-75.5831,0,0,Colombia,Excesos de velocidad
10339576,Evento,59157681,2020-08-13 08:48:41.000,273756,6.17021,-75.33518000000002,0,0,Colombia,Excesos de velocidad
10339577,Evento,59159399,2020-08-13 08:55:00.000,273756,6.17831,-75.36006,0,0,Colombia,Excesos de velocidad
10339578,Evento,59170925,2020-08-13 09:32:42.000,273756,6.17531,-75.35266999999997,0,0,Colombia,Excesos de velocidad
10339579,Evento,59170652,2020-08-13 09:31:33.000,273748,6.19271,-75.59148,0,0,Colombia,Excesos de velocidad
10339580,Evento,59172180,2020-08-13 09:37:54.000,273748,6.1927400000000015,-75.5911,0,0,Colombia,Excesos de velocidad
10339581,Evento,59172199,2020-08-13 09:37:54.000,273748,6.1927400000000015,-75.5911,0,0,Colombia,Excesos de velocidad
10339582,Evento,59173425,2020-08-13 09:42:48.000,273748,6.20507,-75.58216,0,0,Colombia,Excesos de velocidad
10339583,Evento,59157615,2020-08-13 08:47:42.000,273697,10.9402,-74.83986999999998,0,0,Colombia,Excesos de velocidad
10339584,Evento,59160466,2020-08-13 08:58:54.000,273697,10.94018,-74.83983,0,0,Colombia,Excesos de velocidad
10339585,Evento,59162783,2020-08-13 09:06:40.000,273487,6.00646,-75.09442,0,0,Colombia,Excesos de velocidad
10339586,Evento,59168417,2020-08-13 09:24:26.000,273487,6.02184,-75.1639,0,0,Colombia,Excesos de velocidad
10339587,Evento,59161473,2020-08-13 09:01:47.000,273487,6.0033,-75.07811,0,0,Colombia,Excesos de velocidad
10339588,Evento,59157685,2020-08-13 08:48:41.000,273487,5.98735,-75.03959,0,0,Colombia,Excesos de velocidad
10339589,Evento,59166444,2020-08-13 09:18:38.000,273487,6.01433,-75.13895,0,0,Colombia,Excesos de velocidad
10339590,Evento,59159178,2020-08-13 08:54:28.000,273487,5.9977800000000006,-75.05155,0,0,Colombia,Excesos de velocidad
10339591,Evento,59164801,2020-08-13 09:12:50.000,273487,6.02149,-75.11447,0,0,Colombia,Excesos de velocidad
10339592,Evento,59170660,2020-08-13 09:31:33.000,273487,6.0366300000000015,-75.18778,0,0,Colombia,Excesos de velocidad
10339593,Evento,59171725,2020-08-13 09:36:03.000,273487,6.03267,-75.19561,0,0,Colombia,Excesos de velocidad
10339594,Evento,59173314,2020-08-13 09:42:26.000,273487,6.04105,-75.21837,0,0,Colombia,Excesos de velocidad
10339595,Evento,59160983,2020-08-13 08:59:50.000,273210,4.861269999999998,-75.64344,0,0,Colombia,Excesos de velocidad
10339596,Evento,59167849,2020-08-13 09:23:32.000,273210,4.8338,-75.69622,0,0,Colombia,Excesos de velocidad
10339597,Evento,59171534,2020-08-13 09:35:36.000,273210,4.8521800000000015,-75.66075,0,0,Colombia,Excesos de velocidad
10339598,Evento,59173083,2020-08-13 09:40:54.000,273210,4.83066,-75.68158000000003,0,0,Colombia,Excesos de velocidad
10339599,Evento,59162460,2020-08-13 09:05:06.000,273210,4.85594,-75.65572,0,0,Colombia,Excesos de velocidad
10339600,Evento,59165649,2020-08-13 09:16:17.000,273210,4.83094,-75.70254,0,0,Colombia,Excesos de velocidad
10339601,Evento,59163759,2020-08-13 09:09:56.000,273210,4.84325,-75.67685999999998,0,0,Colombia,Excesos de velocidad
10339602,Evento,59159201,2020-08-13 08:54:29.000,273210,4.8684699999999985,-75.63289,0,0,Colombia,Excesos de velocidad
10339603,Evento,59170630,2020-08-13 09:31:33.000,273210,4.84866,-75.67004,0,0,Colombia,Excesos de velocidad
10339604,Evento,59157686,2020-08-13 08:48:41.000,273210,4.90519,-75.62640999999998,0,0,Colombia,Excesos de velocidad
10339605,Evento,60878612,2020-08-22 22:30:40.000,272478,5.1957830000000005,-75.64744,0,0,Colombia,Excesos de velocidad
10339606,Evento,59160471,2020-08-13 08:58:54.000,272273,11.01708,-74.83818000000002,0,0,Colombia,Excesos de velocidad
10339607,Evento,59163784,2020-08-13 09:10:01.000,272273,10.96044,-74.88721,0,0,Colombia,Excesos de velocidad
10339608,Evento,59157574,2020-08-13 08:47:16.000,272273,11.00734,-74.79013,0,0,Colombia,Excesos de velocidad
10339609,Evento,59162428,2020-08-13 09:05:03.000,272273,10.98064,-74.84439,0,0,Colombia,Excesos de velocidad
10339610,Evento,59164228,2020-08-13 09:11:35.000,272180,6.01567,-75.11024,0,0,Colombia,Excesos de velocidad
10339611,Evento,59165878,2020-08-13 09:17:25.000,272180,6.0182699999999985,-75.13051999999998,0,0,Colombia,Excesos de velocidad
10339612,Evento,59167867,2020-08-13 09:23:38.000,272180,6.0160300000000015,-75.15791,0,0,Colombia,Excesos de velocidad
10339613,Evento,59170515,2020-08-13 09:31:07.000,272180,6.0366300000000015,-75.18778,0,0,Colombia,Excesos de velocidad
10339614,Evento,59171734,2020-08-13 09:36:03.000,272180,6.03267,-75.19561,0,0,Colombia,Excesos de velocidad
10339615,Evento,59159182,2020-08-13 08:54:28.000,272180,5.9977800000000006,-75.05155,0,0,Colombia,Excesos de velocidad
10339616,Evento,59162764,2020-08-13 09:06:36.000,272180,6.00646,-75.09442,0,0,Colombia,Excesos de velocidad
10339617,Evento,59161253,2020-08-13 09:01:15.000,272180,6.0033,-75.07811,0,0,Colombia,Excesos de velocidad
10339618,Evento,59157687,2020-08-13 08:48:41.000,272180,5.98735,-75.03959,0,0,Colombia,Excesos de velocidad
10339619,Evento,59173317,2020-08-13 09:42:27.000,272180,6.04105,-75.21837,0,0,Colombia,Excesos de velocidad
10339620,Evento,59157119,2020-08-13 08:45:47.000,271149,4.74766,-74.18084,0,0,Colombia,Excesos de velocidad
10339621,Evento,59171214,2020-08-13 09:33:40.000,271149,4.70669,-74.23694,0,0,Colombia,Excesos de velocidad
10339622,Evento,59167285,2020-08-13 09:21:06.000,271149,4.71426,-74.20774,0,0,Colombia,Excesos de velocidad
10339623,Evento,59164166,2020-08-13 09:11:26.000,271149,4.74602,-74.17625,0,0,Colombia,Excesos de velocidad
10339624,Evento,59162779,2020-08-13 09:06:39.000,271149,4.75049,-74.17994,0,0,Colombia,Excesos de velocidad
10339625,Evento,59156931,2020-08-13 08:45:21.000,271149,4.74769,-74.18088,0,0,Colombia,Excesos de velocidad
10339626,Evento,59161259,2020-08-13 09:01:16.000,271149,4.74829,-74.18005,0,0,Colombia,Excesos de velocidad
10339627,Evento,59157341,2020-08-13 08:46:18.000,271149,4.74776,-74.18098,0,0,Colombia,Excesos de velocidad
10339628,Evento,59158027,2020-08-13 08:50:10.000,271149,4.74827,-74.18005,0,0,Colombia,Excesos de velocidad
10339629,Evento,59160272,2020-08-13 08:58:21.000,270686,3.5110300000000003,-76.51705,0,0,Colombia,Excesos de velocidad
10339630,Evento,59162296,2020-08-13 09:04:42.000,270686,3.5115199999999995,-76.51682,0,0,Colombia,Excesos de velocidad
10339631,Evento,59161997,2020-08-13 09:03:10.000,270338,5.37755,-75.7267,0,0,Colombia,Excesos de velocidad
10339632,Evento,59163976,2020-08-13 09:10:40.000,270338,5.3762300000000005,-75.72244,0,0,Colombia,Excesos de velocidad
10339633,Evento,59159657,2020-08-13 08:55:58.000,270338,5.37004,-75.74951999999998,0,0,Colombia,Excesos de velocidad
10339634,Evento,59165893,2020-08-13 09:17:27.000,270338,5.40419,-75.71999,0,0,Colombia,Excesos de velocidad
10339635,Evento,59167575,2020-08-13 09:22:04.000,270338,5.41772,-75.70668,0,0,Colombia,Excesos de velocidad
10339636,Evento,59170904,2020-08-13 09:32:42.000,270296,9.6392,-73.64018,0,0,Colombia,Excesos de velocidad
10339637,Evento,59173001,2020-08-13 09:40:26.000,270296,9.70088,-73.68184000000002,0,0,Colombia,Excesos de velocidad
10339638,Evento,59161841,2020-08-13 09:02:24.000,270296,9.44647,-73.55379,0,0,Colombia,Excesos de velocidad
10339639,Evento,59168898,2020-08-13 09:26:15.000,270296,9.60082,-73.6044,0,0,Colombia,Excesos de velocidad
10339640,Evento,59163906,2020-08-13 09:10:28.000,270296,9.507,-73.57164,0,0,Colombia,Excesos de velocidad
